"('cuisines', ['French'])","('longitude', '-73.9982370')","('description', 'Balthazar is a traditional French Brasserie with a bustling railway station atmosphere.  Our kitchen serves a variety of meat and poultry dishes including:  Duck Shepherds Pie, Roasted Chicken and Steak Frites.  Balthazar specializes in seafood with an array of fish entrees and a complete raw oyster and shellfish bar.')","('contact_nos', '(212) 965-1414')","('restaurant_link', 'https://www.opentable.com/balthazar?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25818384.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25178316.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25178315.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25178318.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25178317.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25829024.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25829023.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25829022.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25829021.jpg"" alt=""Balthazar, New York, NY"" title=""Balthazar, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$31 to $50')","('restaurant_types', 'Restaurant')","('name', 'Balthazar Restaurant - New York, NY | OpenTable')","('latitude', '40.7227590')"
"('cuisines', ['Italian'])","('longitude', '-73.9860000')","('description', 'Thank you for choosing Carmine\'s Midtown. We are located in the heart of Times Square on 44th Street between 7th  &amp; 8th Avenue. Carmine\'s is a family style restaurant offering exceptional value to its guests through the many dishes of Southern Italian cuisine.  With ""wow-factor"" sized portions and making any meal feel like an Italian American wedding feast. Platters of home-style antipasto, pasta, decadent seafood or meat entrees, and of course homemade desserts are all staples at Carmine\'s, meant for sharing amongst friends and family. When great food and wine are supported by friendly and knowledgeable service, the results are magic - we want every day to feel like a Sunday afternoon at Grandma\'s! ')","('contact_nos', '(212) 221-3800')","('restaurant_link', 'https://www.opentable.com/carmines-44th-street-nyc?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/23679050.jpg"" alt=""Carmine\'s - 44th Street - NYC, New York, NY"" title=""Carmine\'s - 44th Street - NYC, New York, NY"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2420822/thumb_600.jpg"" alt=""Bread - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Bread"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2420796/thumb_600.jpg"" alt=""Blue Moon Beer - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Blue Moon Beer"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2421370/thumb_600.jpg"" alt=""Mix Of Greens Salad - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Mix Of Greens Salad"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/4553420/thumb_600.jpg"" alt=""strawberry shortcake - Carmine\'s - 44th Street - NYC, New York, NY"" title=""strawberry shortcake"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/4553399/thumb_600.jpg"" alt=""Roasted Red Peppers With Fresh Mozzarella - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Roasted Red Peppers With Fresh Mozzarella"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/4553414/thumb_600.jpg"" alt=""Seafood Pasta - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Seafood Pasta"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/4553401/thumb_600.jpg"" alt=""Fried Calamari - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Fried Calamari"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/4553417/thumb_600.jpg"" alt=""Spaghetti and Meatballs - Carmine\'s - 44th Street - NYC, New York, NY"" title=""Spaghetti and Meatballs"">'])","('menu_last_updated', False)","('cost_range', '$30 and under')","('restaurant_types', 'Restaurant')","('name', ""Carmine's - 44th Street - NYC Restaurant - New York, NY | OpenTable"")","('latitude', '40.7573000')"
"('cuisines', ['Seafood', ' Contemporary American', ' Sushi'])","('longitude', '-74.0060490')","('description', '\r\n\r\nCATCH features contemporary renditions of classic seafood dishes that are both sophisticated and approachable. Surprising the palette in the bright and clean complexity of each plate, this 2 floor, 275 seat restaurant offers a variety of unique dining experiences to its loyal clientele, boasting an open kitchen and communal dining tables that further compliment the restaurant’s inviting atmosphere. \r\n')","('contact_nos', '(212) 392-5978')","('restaurant_link', 'https://www.opentable.com/catch-new-york?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/1961948/thumb_600.jpg"" alt=""Crunchy Rice Cakes - Catch New York, New York, NY"" title=""Crunchy Rice Cakes"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/1961936/thumb_600.jpg"" alt=""Dungeoness Crab Spaghetti - Catch New York, New York, NY"" title=""Dungeoness Crab Spaghetti"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/1961933/thumb_600.jpg"" alt=""Crab Salad Wonton Crisps - Catch New York, New York, NY"" title=""Crab Salad Wonton Crisps"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/1961927/thumb_600.jpg"" alt=""Pretzel Bread With Honey Mustard Butter - Catch New York, New York, NY"" title=""Pretzel Bread With Honey Mustard Butter"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3580039/thumb_600.jpg"" alt=""Peanut Butter Cup Popsicles - Catch New York, New York, NY"" title=""Peanut Butter Cup Popsicles"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3579922/thumb_600.jpg"" alt=""Herb Roasted Branzino - Catch New York, New York, NY"" title=""Herb Roasted Branzino"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3579916/thumb_600.jpg"" alt=""Salmon A La Plancha - Catch New York, New York, NY"" title=""Salmon A La Plancha"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3579906/thumb_600.jpg"" alt=""MUSHROOM SPAGHETTI - Catch New York, New York, NY"" title=""MUSHROOM SPAGHETTI"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3579911/thumb_600.jpg"" alt=""Parmesan Truffle Fries - Catch New York, New York, NY"" title=""Parmesan Truffle Fries"">'])","('menu_last_updated', False)","('cost_range', '$31 to $50')","('restaurant_types', 'Restaurant')","('name', 'Catch New York Restaurant - New York, NY | OpenTable')","('latitude', '40.7400440')"
"('cuisines', ['American'])","('longitude', '-74.0056610')","('description', 'Cookshop presents the ideal combination of great American food, prepared by Chef Marc Meyer, warm hospitality and meaningful design to west Chelsea. At the heart and soul of Cookshop lies the owners’ commitment to bringing an honest seasonal dining option to New York City coupled with an exceptional beverage program.<br />')","('contact_nos', '(212) 924-4440')","('restaurant_link', 'https://www.opentable.com/cookshop?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25847849.jpg"" alt=""Cookshop, New York, NY"" title=""Cookshop, New York, NY"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3769587/thumb_600.jpg"" alt=""Bacon Bloody Mary - Cookshop, New York, NY"" title=""Bacon Bloody Mary"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2965905/thumb_600.jpg"" alt=""Finger Lakes Grass Fed Beef Burger - Cookshop, New York, NY"" title=""Finger Lakes Grass Fed Beef Burger"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2965811/thumb_600.jpg"" alt=""Housemade Cookshop Pastry Basket - Cookshop, New York, NY"" title=""Housemade Cookshop Pastry Basket"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/706495/thumb_600.jpg"" alt=""Chocolate Banana Croissant - Cookshop, New York, NY"" title=""Chocolate Banana Croissant"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/2965900/thumb_600.jpg"" alt=""Baked Brioche French Toast - Cookshop, New York, NY"" title=""Baked Brioche French Toast"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/3769612/thumb_600.jpg"" alt=""Hooker Watermelon Ale - Cookshop, New York, NY"" title=""Hooker Watermelon Ale"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/1510529/thumb_600.jpg"" alt=""Crab Crostini - Cookshop, New York, NY"" title=""Crab Crostini"">', '<img src=""https://ot-foodspotting-production.s3.amazonaws.com/reviews/101784/thumb_600.JPG"" alt=""Deviled Eggs - Cookshop, New York, NY"" title=""Deviled Eggs"">'])","('menu_last_updated', False)","('cost_range', '$30 and under')","('restaurant_types', 'Restaurant')","('name', 'Cookshop Restaurant - New York, NY | OpenTable')","('latitude', '40.7456320')"
"('cuisines', ['American', ' Breakfast', ' Deli'])","('longitude', '-74.0001310')","('description', ""Sadelle's is a NY Brasserie with an emphasis on fish, freshly baked bread and classic dishes. It also specializes in traditional Russian caviar and vodka service. Sadelle's is located in a very unique loft space in the heart of SoHo. Every night it transforms from a bakery into a fantastical restaurant that is illuminated solely by candlelight.\n\nFor any questions regarding an existing or future reservation, please email reservations@sadelles.com"")","('contact_nos', '(212) 254-3000')","('restaurant_link', 'https://www.opentable.com/sadelles?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/24195994.jpg"" alt=""Sadelle\'s - Sadelle’s, New York, NY"" title=""Sadelle\'s"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25666819.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25805033.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25798157.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25789497.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25740609.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25722315.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25670337.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25669408.jpg"" alt=""Sadelle’s, New York, NY"" title=""Sadelle’s, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$30 and under')","('restaurant_types', 'Restaurant')","('name', 'Sadelle’s Restaurant - New York, NY | OpenTable')","('latitude', '40.7262320')"
"('cuisines', ['French'])","('longitude', '-74.0002500')","('description', 'Internationally acclaimed chef Daniel Rose of Spring and La Bourse et La Vie in Paris has made his way to NYC to open a restaurant with famed restaurateur Stephen Starr. Expect to experience chef’s personal vision of classic French cuisine in the most charming of settings designed by Roman and Williams.')","('contact_nos', False)","('restaurant_link', 'https://www.opentable.com/r/le-coucou-new-york?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25813834.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25813833.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24794344.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24794342.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24794341.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24794340.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24794343.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25787565.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25760225.jpg"" alt=""Le Coucou, New York, NY"" title=""Le Coucou, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$50 and over')","('restaurant_types', 'Restaurant')","('name', 'Le Coucou Restaurant - New York, NY | OpenTable')","('latitude', '40.7191390')"
"('cuisines', ['American', ' Contemporary American'])","('longitude', '-73.9786200')","('description', 'Magical is a word thrown around a lot when discussing Tavern On The Green and one can’t help but feel magic in the air.  Jim and David, architect Richard Lewis and landscape architect Robin Key, preserved the Victorian/ Gothic elegance of the semi-circular building; it is authentic, natural, elegant and sexy.  It has been re-built to spectacular precision and the décor is of a grand farmhouse one might find on the property of an Italian Villa or a historic Hudson River Valley mansion.<br /><br />Dress Code:<br />Smart Casual. Jacket and Tie are Not Required. <br /><br />Please note: We do not permit sleeveless shirts for gentlemen nor athletic/running/jogging attire for any patrons in the main restaurant. These items are permitted at Tavern To Go Outdoor Seating Area.  ')","('contact_nos', '(212) 877-8684')","('restaurant_link', 'https://www.opentable.com/tavern-on-the-green?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25166732.jpg"" alt=""Tavern on the Green, New York, NY"" title=""Tavern on the Green, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25005734.jpg"" alt=""Tavern on the Green, New York, NY"" title=""Tavern on the Green, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25005726.jpg"" alt=""Tavern on the Green, New York, NY"" title=""Tavern on the Green, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24930457.jpg"" alt=""The South Wing - Tavern on the Green, New York, NY"" title=""The South Wing"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24930454.jpg"" alt=""credit-katie-b-foster- - Tavern on the Green, New York, NY"" title=""credit-katie-b-foster-"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24930449.jpg"" alt=""credit-katie-b-foster- - Tavern on the Green, New York, NY"" title=""credit-katie-b-foster-"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24884427.jpg"" alt=""Tavern on the Green, New York, NY"" title=""Tavern on the Green, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25005725.jpg"" alt=""Tavern on the Green, New York, NY"" title=""Tavern on the Green, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24930458.jpg"" alt=""Main Courtyard - Tavern on the Green, New York, NY"" title=""Main Courtyard"">'])","('menu_last_updated', False)","('cost_range', '$31 to $50')","('restaurant_types', 'Restaurant')","('name', 'Tavern on the Green Restaurant - New York, NY | OpenTable')","('latitude', '40.7723930')"
"('cuisines', ['Chinese', ' Asian'])","('longitude', '-74.0047520')","('description', 'The surreal atmosphere of this awe-inspiring restaurant in the Meatpacking district of Manhattan<br />combines the serenity of Asia with the flamboyance of 16th century Paris. The menu features fanciful interpretations of Chinese dishes and delights even the most discriminating palates.<br /><br />')","('contact_nos', '(212) 989-2245')","('restaurant_link', 'https://www.opentable.com/buddakan-new-york?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25843676.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25807721.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25807719.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25787559.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25776984.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25776125.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25742824.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://images.otstatic.com/prod/26376196/1/large.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">', '<img src=""https://images.otstatic.com/prod/26280430/1/large.jpg"" alt=""Buddakan NY, New York, NY"" title=""Buddakan NY, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$50 and over')","('restaurant_types', 'Restaurant')","('name', 'Buddakan NY Restaurant - New York, NY | OpenTable')","('latitude', '40.7418760')"
"('cuisines', ['Italian'])","('longitude', '-73.9899270')","('description', 'Step into the Italian countryside at SERRA by Birreria, our new ""greenhouse"" pop-up on the roof. The restaurant will transport you from the cold streets of Manhattan to the rolling fields of Italy. Sit down at rustic tables in the shade, and share down-to-earth dishes made with simple but quality ingredients from our favorite farmers in Italy and the U.S. and served family-style, just like in the countryside.')","('contact_nos', '(212) 937-8910')","('restaurant_link', 'https://www.opentable.com/r/serra-by-birreria-new-york?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://images.otstatic.com/prod/26208578/3/large.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://images.otstatic.com/prod/26208576/3/large.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://images.otstatic.com/prod/26208575/3/large.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://images.otstatic.com/prod/26208574/2/large.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25352561.jpg"" alt=""Serra Greenhouse - Serra by Birreria, New York, NY"" title=""Serra Greenhouse"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25352560.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25352559.jpg"" alt=""Serra Birreria Interior - Serra by Birreria, New York, NY"" title=""Serra Birreria Interior"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25256389.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/24976277.jpg"" alt=""Serra by Birreria, New York, NY"" title=""Serra by Birreria, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$30 and under')","('restaurant_types', 'Restaurant')","('name', 'Serra by Birreria Restaurant - New York, NY | OpenTable')","('latitude', '40.7420200')"
"('cuisines', ['Italian'])","('longitude', '-74.0101770')","('description', ""Locanda Verde is a casual, bustling neighborhood Italian taverna located in Robert De Niro's TriBeCa hotel, The Greenwich. The airy, light-flooded space is open morning, noon and night serving award-winning Chef Andrew Carmellini's inspired urban Italian cooking with home-style desserts and an all-day bakery counter by Pastry Chef Deborah Racicot."")","('contact_nos', '(212) 925-3797')","('restaurant_link', 'https://www.opentable.com/locanda-verde?corrId=2a9b7542-1ba8-4d30-b7d1-90699a907826')","('restaurant_images', ['<img src=""https://resizer.otstatic.com/v2/photos/large/25811859.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25811857.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25204611.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25110319.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25054463.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25054461.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25825256.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25825254.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">', '<img src=""https://resizer.otstatic.com/v2/photos/large/25815951.jpg"" alt=""Locanda Verde, New York, NY"" title=""Locanda Verde, New York, NY"">'])","('menu_last_updated', False)","('cost_range', '$31 to $50')","('restaurant_types', 'Restaurant')","('name', 'Locanda Verde Restaurant - New York, NY | OpenTable')","('latitude', '40.7197310')"
